cnum,instructor,cname,hours,rating
67324,"TAYLOR, DON",ACLRTNG INNOV/ENTREP,3.7066666666666666,4.076666666666667
67327,"HEIMANN, LARRY",WEB APPLCTN SECURITY,4.7,4.775
67328,"MERTZ, JOSEPH",BLDG DISTRIBUTD APPS,9.29,4.14
67328,"VELIZ, OSCAR",FULL-STACK APP DEV,7.65,3.59
67329,"LIMAM MANSAR, SELMA",CONTP THMS GLBL SYST,9.604285714285714,4.412857142857143
67329,"QUESENBERRY, JERIA",CONTP THMS GLBL SYST,6.81,4.76
67335,"BOUAMOR, HOUDA",INTRO  DATA ANALYSIS,6.5,4.5
67338,"HAGAN, SUSAN",INFO & GRID DESIGN,8.985,4.43
67339,"HAGAN, SUSAN",USERCENTERED WEB DES,8.0,5.0
67340,"MOUSSAWI, SARA",MOBILE WEB DES & DEV,11.0,4.17
67343,"HEIMANN, LARRY",MOBILE APP DEV,6.71,4.0
67344,"HEIMANN, LARRY",ORG INTEL INFO AGE,6.23,4.0
67346,"AAZAM, MOHAMMAD",BLOCKCHAIN FUNDMTL,6.5,3.25
67352,"VATANASAKDAKUL, SAVANID  NUI",ELECTRONIC BUSINESS,8.302857142857144,4.575714285714286
67353,"WEINBERG, RANDY",IT & ENVIRON SUSTAIN,7.63,4.0
67354,"AOUN, CHADI",INFO SYSTM & STNBLTY,9.1,4.203333333333333
67354,"AOUN, CHADI",SUSTAIN DIGITAL AGE,9.22,4.36
67357,"LIGINLAL, DIVAKARAN",HLTHCR ANLTC & BG DT,10.388333333333334,4.68
67359,"HAGAN, SUSAN",DESIGN FNDMTLS II,10.353333333333333,4.260000000000001
67364,"BOUAMOR, HOUDA",PRACTICAL DATA SCI,9.933333333333334,4.363333333333333
67364,"PHELPS, DANIEL",PRACTICAL DATA SCI,9.0,4.17
67364,"SOORIAMURTHI, RAJA",PRACTICAL DATA SCI,8.302,4.294
67373,"AOUN, CHADI",IS CONSULTING PROJ,16.5,4.33
67373,"AOUN, CHADI",SFTWR DEVLPMNT PROJ,14.93,4.31
67373,"BARRETT, MARTIN",IS CONSULTING PROJ,11.793333333333335,3.9166666666666665
67373,"CHARFI, ANIS",IS CONSULTING PROJ,16.94333333333333,4.128333333333333
67373,"CHARFI, ANIS",SFTWR DEVLPMNT PROJ,16.88,4.24
67373,"GONGORA-SVARTZMAN, GABRIELA",IS CONSULTING PROJ,11.0,4.625
67373,"HEIMANN, LARRY",IS CONSULTING PROJ,13.379999999999999,3.6500000000000004
67373,"HEIMANN, LARRY",SFTWR DEVLPMNT PROJ,13.09,4.2
67373,"KOWALSKY, CHRISTOPHER",IS CONSULTING PROJ,10.5,4.5
67373,"LIGINLAL, DIVAKARAN",IS CONSULTING PROJ,19.916666666666668,4.523333333333333
67373,"LIMAM MANSAR, SELMA",IS CONSULTING PROJ,19.076666666666668,4.29
67373,"LIMAM MANSAR, SELMA",SFTWR DEVLPMNT PROJ,26.0,4.5
67373,"MERTZ, JOSEPH",IS CONSULTING PROJ,11.375,4.25
67373,"MERTZ, JOSEPH",SFTWR DEVLPMNT PROJ,13.13,3.27
67373,"MOUSSAWI, SARA",IS CONSULTING PROJ,14.166666666666666,3.5
67373,"MOUSSAWI, SARA",SFTWR DEVLPMNT PROJ,13.22,4.11
67373,"POEPPING, JULIA",IS CONSULTING PROJ,11.3,4.2
67373,"QUESENBERRY, JERIA",IS CONSULTING PROJ,10.975,4.55
67373,"QUESENBERRY, JERIA",SFTWR DEVLPMNT PROJ,13.5,3.63
67373,"SOORIAMURTHI, RAJA",IS CONSULTING PROJ,10.633333333333333,4.306666666666667
67373,"SOORIAMURTHI, RAJA",SFTWR DEVLPMNT PROJ,13.9,3.8
67373,"TSAI, JUIMING",SFTWR DEVLPMNT PROJ,15.31,4.31
67373,"TU, XIAOYING",IS CONSULTING PROJ,12.5,4.0
67379,"AOUN, CHADI",PRINCIPLES OF GIS,10.9025,4.53
67380,"PHELPS, DANIEL",INFORMATION SYS SEC,6.64,4.18
67382,"VATANASAKDAKUL, SAVANID  NUI",DIGITAL TRANS STRAT,8.578,4.702
67442,"HEIMANN, LARRY",IOS ENGINEERING,11.0,4.46
67443,"HEIMANN, LARRY",MOBILE APP DEV,11.64,4.55
67443,"VELIZ, OSCAR",MOBILE APP DEV,11.643333333333333,4.506666666666667
67445,"MOUSSAWI, SARA",SEM IN IS:INTEL AGTS,9.5,4.5
67474,"PHELPS, DANIEL",TECH STARTUP LANCHPD,10.5,2.1
67474,"VATANASAKDAKUL, SAVANID  NUI",TECH STARTUP LANCHPD,9.897499999999999,3.47
67475,"CHARFI, ANIS",INNOV IN INFO SYSTEM,17.11,2.71
67475,"HEIMANN, LARRY",INNOV IN INFO SYSTEM,12.556666666666667,3.6666666666666665
67475,"MOUSSAWI, SARA",INNOV IN INFO SYSTEM,11.933333333333332,3.466666666666667
67475,"PHELPS, DANIEL",INNOV IN INFO SYSTEM,13.25,4.0
67475,"QUESENBERRY, JERIA",INNOV IN INFO SYSTEM,11.933333333333332,3.5500000000000003
67475,"SOORIAMURTHI, RAJA",INNOV IN INFO SYSTEM,11.848333333333334,3.4116666666666666
67475,"TAYLOR, DON",INNOV IN INFO SYSTEM,12.766666666666666,3.3000000000000003
67475,"VATANASAKDAKUL, SAVANID  NUI",INNOV IN INFO SYSTEM,14.765,3.295
67475,"WEINBERG, RANDY",INNOV IN INFO SYSTEM,11.556666666666667,3.5
67476,"TAYLOR, DON",INNOV HEALTH CARE,7.5,2.665
67738,"HAGAN, SUSAN",INFO AND GRID DESIGN,7.0,4.33
67743,"HEIMANN, LARRY",MOB APP DES AND DEV,11.0,4.78
70100,"BORANBAY AKAN, SERRA",GLOBAL BUSINESS,5.485,4.3675
70100,"COFIELD, MILTON",GLOBAL BUSINESS,8.41,4.013333333333333
70100,"KEKRE, SHAM",GLOBAL BUSINESS,6.21125,3.58875
70100,"LAMONT, DAVID",GLOBAL BUSINESS,5.518888888888889,3.783333333333333
70100,"LANKFORD, JOHN",GLOBAL BUSINESS,5.68,3.745
70104,"JAFRY OCONNOR, RUBAB",BLE I,3.1407692307692305,4.139230769230769
70105,"LANKFORD, JOHN",BUS LDR ENDV: INTRN,2.908333333333333,2.436666666666667
70106,"ADEINAT, IMAN",BUSINESS SCI,8.71,3.665
70106,"FAROOQI, MUHAMMAD",BUSINESS SCI,7.43,3.7060000000000004
70106,"ROUTLEDGE, BRYAN",BUSINESS SCI,4.793333333333333,3.526666666666667
70110,"ADEINAT, IMAN",BUSINESS COMPUTING,8.59,4.35
70110,"FAROOQI, MUHAMMAD",BUSINESS COMPUTING,8.22,3.76
70110,"INDACO, AGUSTIN",BUSINESS COMPUTING,9.01,4.0649999999999995
70110,"MATHUR, SAMEER",BUSINESS COMPUTING,5.84,4.5
70110,"MUKHOPADHYAY, TRIDAS",BUSINESS COMPUTING,7.08,3.67625
70110,"OBRIEN, JOHN",BUSINESS COMPUTING,6.82,3.6
70110,"SHARMA, VARUN",BUSINESS COMPUTING,8.18,4.44
70110,"VARGO, STEPHEN",BUSINESS COMPUTING,7.295,4.415
70122,"AKGUC, SERKAN",INTRO TO ACCOUNTING,10.186,4.486
70122,"BACHMANN, STEPHEN",INTRO TO ACCOUNTING,11.06,4.81
70122,"BONALDI, PIETRO",INTRO TO ACCOUNTING,6.257,3.586
70122,"HWANG, HYUN",INTRO TO ACCOUNTING,8.69,4.77
70122,"LEWELLEN, STEFAN",INTRO TO ACCOUNTING,5.0,4.65
70122,"LIANG, YUCHENG",INTRO TO ACCOUNTING,6.755,4.38
70122,"RISCH, MAX",INTRO TO ACCOUNTING,6.44,4.145
70122,"RUCHTI, THOMAS",INTRO TO ACCOUNTING,5.496666666666667,4.23
70122,"SHIELDS, TIMOTHY",INTRO TO ACCOUNTING,7.1,3.24
70122,"TELLEZ ALZATE, Santiago",INTRO TO ACCOUNTING,10.71,3.86
70122,"TRUONG, PHONG",INTRO TO ACCOUNTING,12.355,4.8149999999999995
70122,"VARGO, STEPHEN",INTRO TO ACCOUNTING,7.61,3.76
70122,"WANG, ZHAORU",INTRO TO ACCOUNTING,10.785,4.455
70122,"WU, SANG",INTRO TO ACCOUNTING,14.33,4.33
70122,"XUE, WENJIE",INTRO TO ACCOUNTING,8.73,4.1850000000000005
70122,"YANG, YIN",INTRO TO ACCOUNTING,12.88,3.69
70122,"YTSMA, ERINA",INTRO TO ACCOUNTING,7.198,4.223999999999999
70160,"STANTON, ANTHONY",GRAPHIC MEDIA MGMT,5.014,4.022
70196,"STANTON, ANTHONY",PUBLSHNG ON THE WWW,6.9125,4.4125
70201,"COFIELD, MILTON",PROFSSNL & SRVC PROJ,3.56,3.5
70201,"JAFRY OCONNOR, RUBAB",PROFSSNL & SRVC PROJ,4.29,3.79
70201,"LANKFORD, JOHN",PROFSSNL & SRVC PROJ,3.4566666666666666,3.0700000000000003
70201,"White, George",PROFSSNL & SRVC PROJ,6.0,5.0
70204,"JAFRY OCONNOR, RUBAB",BLE II,3.3433333333333333,4.320833333333334
70205,"JAFRY OCONNOR, RUBAB",BLE II,2.795,4.005
70205,"LANKFORD, JOHN",BUS LDR ENDV: ANLYST,4.725,2.25
70207,"CHILINA, OLGA",PROB & STAT BUS APPL,7.175000000000001,4.154999999999999
70207,"LESSEM, REBECCA",PROB & STAT BUS APPL,5.59,4.115
70207,"MAZUMDER, ANJALI",PROB & STAT BUS APPL,9.995000000000001,2.045
70207,"NGUYEN, ANH",PROB & STAT BUS APPL,8.015,3.805
70207,"PARK, TAEYONG",PROB & STAT BUS APPL,8.715,3.908333333333333
70207,"STANGL, DALENE",PROB & STAT BUS APPL,10.625,1.525
70208,"BOATWRIGHT, PETER",REGRESSION ANALYSIS,9.79,3.14
70208,"GASPER, JOHN",REGRESSION ANALYSIS,12.344999999999999,4.14
70208,"LESSEM, REBECCA",REGRESSION ANALYSIS,6.717777777777778,4.432222222222222
70208,"NGUYEN, ANH",REGRESSION ANALYSIS,7.45,3.8899999999999997
70208,"PARK, TAEYONG",REGRESSION ANALYSIS,9.34,3.5949999999999998
70208,"REDDIG, KOLE",REGRESSION ANALYSIS,8.0,4.4
70208,"YANG, I TA",REGRESSION ANALYSIS,11.0,4.67
70208,"ZHANG, XUEGE",REGRESSION ANALYSIS,10.17,4.0
70246,"KAIGLER, WILLIAM",ENTREP MINDSET,5.093333333333334,4.59
70246,"PAULISICK, ADAM",ENTREP MINDSET,4.32,4.76
70257,"DAS, Sagnik",OPTI FOR BUSNS,8.35,4.59
70257,"DEMIRKOPARAN, HASAN",OPTI FOR BUSNS,10.875,3.315
70257,"ELCI, Ozgun",OPTI FOR BUSNS,8.88,4.53
70257,"HADDADAN, ARASH",OPTI FOR BUSNS,11.0,5.0
70257,"LAVASTIDA, Thomas",OPTI FOR BUSNS,10.36,4.71
70257,"LI, ANDREW",OPTI FOR BUSNS,6.859999999999999,4.82
70257,"MOSELEY, BEN",OPTI FOR BUSNS,6.97,4.5525
70258,"ZETLIN-JONES, ARIEL",DEV BLOCKCHAIN CASE,10.0,3.33
70304,"JAFRY OCONNOR, RUBAB",BLE III,3.1725000000000003,4.595
70305,"JAFRY OCONNOR, RUBAB",BLE III,3.1725,4.0225
70306,"MONROE, ROBERT",INTRO PROD MGT,3.0,4.33
70311,"CHOW, ROSALIND",ORGNZTN BEHAVIOR,6.15,4.119999999999999
70311,"DIABES, MATTHEW",ORGNZTN BEHAVIOR,10.25,5.0
70311,"EADEH, FADE",ORGNZTN BEHAVIOR,8.43,4.79
70311,"FICHMAN, MARK",ORGNZTN BEHAVIOR,6.36,3.885
70311,"GLIKSON, ELLA",ORGNZTN BEHAVIOR,6.283333333333334,3.5666666666666664
70311,"GUO, Jerry",ORGNZTN BEHAVIOR,10.7,4.7
70311,"GUPTA, Pranav",ORGNZTN BEHAVIOR,14.29,4.71
70311,"HAAN, Ki-Won",ORGNZTN BEHAVIOR,11.15,4.85
70311,"HAHL, OLIVER",ORGNZTN BEHAVIOR,5.703333333333333,4.336666666666667
70311,"IORIO, Alessandro",ORGNZTN BEHAVIOR,11.33,4.83
70311,"LE ROUX, CECILE",ORGNZTN BEHAVIOR,9.8725,4.20625
70311,"LEE, SUNKEE",ORGNZTN BEHAVIOR,6.5175,4.46
70311,"MALLORY, DREW",ORGNZTN BEHAVIOR,12.3,2.8
70311,"PARK, Jisoo",ORGNZTN BEHAVIOR,12.5,4.5
70311,"PLUMMER WEIRUP, AMANDA",ORGNZTN BEHAVIOR,6.53,4.47
70311,"SGUERA, FRANCESCO",ORGNZTN BEHAVIOR,6.74,5.0
70311,"SHEA, CATHERINE",ORGNZTN BEHAVIOR,6.76,4.05
70311,"TOMPROU, MARIA",ORGNZTN BEHAVIOR,6.265714285714286,4.097142857142857
70311,"TURAN, NAZLI",ORGNZTN BEHAVIOR,10.56,4.94
70311,"ZHAO, YUE",ORGNZTN BEHAVIOR,6.4025,4.095000000000001
70318,"ERVIN, JENNIFER",MNG EFF WRK TEAMS,7.7,4.0
70318,"LE ROUX, CECILE",MNG EFF WRK TEAMS,11.168000000000001,4.45
70318,"TURAN, NAZLI",MNG EFF WRK TEAMS,7.6,5.0
70321,"CAMPBELL, ELIZABETH",NEGOTIATN CNFLCT RES,6.31,4.88
70321,"GRAY, DAVID",NEGOTIATN CNFLCT RES,12.0,4.876666666666666
70321,"HYDER, ELAINE",NEGOTIATN CNFLCT RES,6.476000000000001,3.53
70321,"KIM, YEONJEONG",NEGOTIATN CNFLCT RES,6.085,4.825
70321,"MAYO, Anna",NEGOTIATN CNFLCT RES,5.46,4.69
70321,"OSTROWSKI, Benjamin",NEGOTIATN CNFLCT RES,9.5,4.75
70321,"PARK, Sae-Seul",NEGOTIATN CNFLCT RES,5.6,4.27
70332,"DIMITRIU, CRISTIAN",BUS SOCIETY & ETHICS,4.82,2.88
70332,"GRAY, DAVID",BUS SOCIETY & ETHICS,8.0175,4.5275
70332,"HOOKER, JOHN",BUS SOCIETY & ETHICS,6.83,4.67
70332,"HORNACK, JAY",BUS SOCIETY & ETHICS,5.252000000000001,4.007
70332,"TUNGATE, DAVID",BUS SOCIETY & ETHICS,7.266,3.918
70332,"WALSH, Patrick",BUS SOCIETY & ETHICS,7.868,4.7620000000000005
70339,"EBRAHIMI, Zahra",FINTECH,8.0,3.09
70339,"MALIK, NIKHIL",FINTECH,6.62,3.92
70340,"BEVINS, CARLA",BUSINESS COMMUNCTNS,6.559230769230769,4.411538461538462
70340,"BURKE, CLARA",BUSINESS COMMUNCTNS,6.1433333333333335,3.973333333333333
70340,"DEPRETIS, ABBE",BUSINESS COMMUNCTNS,4.91,4.008
70340,"MCGINNIS, J",BUSINESS COMMUNCTNS,13.642000000000001,3.903
70340,"STARK, V.EMILY",BUSINESS COMMUNCTNS,7.877272727272726,4.12
70340,"WALTER, BETH",BUSINESS COMMUNCTNS,6.332666666666666,4.422666666666667
70341,"TOMPROU, MARIA",TEAM DYNAMICS,7.455,4.205
70342,"HAHL, OLIVER",MANAGE ACRSS CLTURES,5.6175,4.5925
70342,"HOOKER, JOHN",MANAGE ACRSS CLTURES,5.256666666666667,4.233333333333333
70342,"LE ROUX, CECILE",MANAGE ACRSS CLTURES,10.27,4.55
70343,"MCGINNIS, J",INTRPERSNL COMMNCATN,7.0,4.67
70345,"BEVINS, CARLA",BUSINESS PRSNTATIONS,6.824000000000001,4.8420000000000005
70345,"BURKE, CLARA",BUSINESS PRSNTATIONS,7.1805,4.429
70345,"DEEMS, JULIA",BUSINESS PRSNTATIONS,6.256666666666667,4.786666666666666
70345,"MCGINNIS, J",BUSINESS PRSNTATIONS,9.629999999999999,4.099
70345,"PIERCE, EVELYN",BUSINESS PRSNTATIONS,6.15,4.92
70345,"PLACONE, RONALD",BUSINESS PRSNTATIONS,5.85,4.71
70345,"RUDMAN, JOSEPH",BUSINESS PRSNTATIONS,8.603333333333333,4.663333333333333
70345,"WALTER, BETH",BUSINESS PRSNTATIONS,6.396666666666666,4.57
70348,"MCGINNIS, J",CROSS CULT BUSINESS,11.0,4.5
70349,"STANTON, ANTHONY",COLOR REPRO MGMT,5.3,3.99
70350,"HITCH, GEOFFREY",ACTING FOR BUSINESS,4.8549999999999995,4.525714285714286
70350,"HITCH, GEOFFREY",BUSINESS ACTING,4.54,4.77
70350,"PIERCE, EVELYN",ACTING FOR BUSINESS,4.81,4.83
70352,"HITCH, GEOFFREY",BUSINESS ACTING,7.25,5.0
70353,"SPATT, CHESTER",FIN REG IN DIGTL AGE,4.125,3.71
70353,"SPATT, CHESTER",REGULATION FIN MKTS,5.5,3.0
70354,"BEVINS, CARLA",COMM SOCIAL MEDIA,5.0,4.83
70364,"ROBERTS, JAMES",BUSINESS LAW,7.9433333333333325,3.86
70364,"TUNGATE, DAVID",BUSINESS LAW,7.3149999999999995,4.4399999999999995
70365,"EARLY, CLIFFORD",INT TRADE & INT LAW,9.356,3.128
70366,"TUNGATE, DAVID",INTEL PROPRTY & ECOM,4.6,4.195
70371,"ADEINAT, IMAN",OPERATIONS MGMT,9.06,3.8800000000000003
70371,"AKAN, MUSTAFA",OPERATIONS MGMT,7.52888888888889,4.015555555555555
70371,"AYDEMIR, Mehmet",OPERATIONS MGMT,12.18,4.14
70371,"BERBEGLIA, FRANCO",OPERATIONS MGMT,9.86,4.57
70371,"CELDIR, Musa",OPERATIONS MGMT,11.95,4.15
70371,"CHO, SOO-HAENG",OPERATIONS MGMT,6.8575,4.2825
70371,"DELASAY SORKHAB, MOHAMMAD",OPERATIONS MGMT,7.13,4.324999999999999
70371,"KEKRE, SHAM",OPERATIONS MGMT,7.21,3.515
70371,"KEKRE, SUNDER",OPERATIONS MGMT,7.48,2.875
70371,"MIRZAEIAN, Neda",OPERATIONS MGMT,9.5,4.17
70371,"SAFAK, VELI",OPERATIONS MGMT,13.75,2.67
70371,"SINGH, Siddharth",OPERATIONS MGMT,10.5,4.38
70371,"TANG, Savannah",OPERATIONS MGMT,8.62,4.33
70371,"YANG, BO",OPERATIONS MGMT,8.0,5.0
70373,"SCHELLER-WOLF, ALAN",SUST OPS,6.71,4.71
70374,"ASERI, MANMOHAN",DATA MINING BUS ANLY,6.42,3.37
70374,"GASPER, JOHN",DATA MINING BUS ANLY,11.7,4.4
70374,"JIANG, ZOEY",DATA MINING BUS ANLY,6.5925,4.665
70374,"LEE, DOKYUN",DATA MINING BUS ANLY,6.609999999999999,4.1450000000000005
70374,"MATHUR, SAMEER",DATA MINING BUS ANLY,9.275,3.05
70374,"SAFAK, VELI",DATA MINING BUS ANLY,9.5,3.5
70376,"APT, JAY",ENERGY SYSTEMS,7.3100000000000005,4.154999999999999
70381,"BOATWRIGHT, PETER",MARKETING I,8.56,4.3
70381,"GENC, EBRU",MARKETING I,5.4,3.13
70381,"GIVI, JULIAN",MARKETING I,9.36,4.18
70381,"HAN, JUNG HO",MARKETING I,12.4,4.2
70381,"HUANG, GUOFANG",MARKETING I,6.0633333333333335,2.8533333333333335
70381,"HWANG, Serim",MARKETING I,13.0,4.0
70381,"KIM, Jinwoo",MARKETING I,6.8,3.9
70381,"KIM, YIJIN",MARKETING I,9.0,4.0
70381,"LI, HUI",MARKETING I,5.3136363636363635,4.220909090909091
70381,"LU, JOY",MARKETING I,7.62,4.30625
70381,"PRAKHYA, SRINIVASA",MARKETING I,7.5,3.75
70381,"SHARMA, VARUN",MARKETING I,8.441666666666666,4.296666666666667
70381,"SHI, Zijun",MARKETING I,6.5,3.6
70381,"STUETTGEN, PETER",MARKETING I,9.137142857142857,4.148571428571429
70385,"OLIVOLA, CHRISTOPHER",CONSUMER BEHAVIOR,8.094,3.562
70385,"SHARMA, VARUN",CONSUMER BEHAVIOR,7.67,5.0
70391,"ALBERTUS, JAMES",FINANCE,7.072307692307692,4.342307692307692
70391,"DAVYDIUK, TETIANA",FINANCE,8.038,4.067
70391,"FAROOQI, MUHAMMAD",FINANCE,10.606,4.018
70391,"LU, SIYU",FINANCE,11.75,4.0
70391,"MERSO, VITALII",FINANCE,10.14,4.29
70391,"MIKHAIL, Diana",FINANCE,10.25,4.75
70391,"PFEIFFER, JACKSON",FINANCE,12.2,4.4
70391,"PORTNYKH, MARGARITA",FINANCE,13.69,4.0
70391,"SZYMANSKI, Rachel",FINANCE,9.5,4.5
70391,"YANG, TIANYI",FINANCE,8.0,5.0
70395,"AKGUC, SERKAN",FUNDING ENTREP VENTR,11.785,4.225
70395,"BOLLINGER, STEPHEN",FUNDING ENTREP VENTR,5.906666666666666,3.983333333333333
70395,"HAKIM, MAHER",FUNDING ENTREP VENTR,10.29,4.29
70395,"White, George",FUNDING ENTREP VENTR,7.739999999999999,4.8133333333333335
70398,"AKGUC, SERKAN",INTERNATNL FINANCE,9.3625,4.6125
70398,"ILLEDITSCH, PHILIPP",INTERNATNL FINANCE,6.9725,3.5625
70401,"COFIELD, MILTON",MANAGEMENT GAME,10.3425,3.58
70401,"FAROOQI, MUHAMMAD",MANAGEMENT GAME,12.26,3.5300000000000002
70401,"LAMONT, DAVID",MANAGEMENT GAME,10.389,4.465999999999999
70401,"VARGO, STEPHEN",MANAGEMENT GAME,11.025,4.725
70411,"LE ROUX, CECILE",LEAD & FOLL PROF EFF,11.665,4.665
70411,"SGUERA, FRANCESCO",LEAD & FOLL PROF EFF,7.08,5.0
70414,"MARKOVITZ, CRAIG",ENTREPSHP FOR ENGRS,6.59,4.29
70415,"ANDERSON, KATHARINE",INTRO ENTREPRENRSHIP,5.308,3.45
70415,"BOLLINGER, STEPHEN",INTRO ENTREPRENRSHIP,7.18,4.14
70415,"COLLETTI, PATRICK",INTRO ENTREPRENRSHIP,4.85,4.76
70415,"DEMMLER, FRANK",INTRO ENTREPRENRSHIP,6.156666666666666,4.076666666666667
70415,"HAKIM, MAHER",INTRO ENTREPRENRSHIP,9.85,3.6
70415,"JONES, HARRIS",INTRO ENTREPRENRSHIP,6.59,4.126666666666666
70415,"KAIGLER, WILLIAM",INTRO ENTREPRENRSHIP,6.3075,4.11125
70415,"MARKOVITZ, CRAIG",INTRO ENTREPRENRSHIP,5.586666666666666,4.239999999999999
70415,"MAWHINNEY, DAVID",INTRO ENTREPRENRSHIP,5.3,4.5
70415,"MEYER GRELLI, MEREDITH",INTRO ENTREPRENRSHIP,5.135,4.665
70415,"White, George",INTRO ENTREPRENRSHIP,8.136,4.75
70416,"MAWHINNEY, DAVID",NEW VENTURE CREATION,7.944,4.724
70416,"White, George",NEW VENTURE CREATION,7.362,4.762
70417,"White, George",TPCS IN ENTREPRNRSHP,6.025,4.76
70420,"KAIGLER, WILLIAM",ENTREPSHP SCIENTISTS,5.92,3.9850000000000003
70421,"KAIGLER, WILLIAM",ENTREP COMP SCIENT,5.0,4.085
70421,"WAIBEL, ALEXANDER",ENTREP COMP SCIENT,6.0,4.0
70422,"CORONA, CARLOS",MANAGERIAL ACCOUNTNG,7.88,4.44
70422,"STECHER, JACK",MANAGERIAL ACCOUNTNG,6.2,4.5
70422,"WEISKIRCHNER-MERTEN, KATRIN",MANAGERIAL ACCOUNTNG,6.8,4.6
70422,"YTSMA, ERINA",MANAGERIAL ACCOUNTNG,9.265,4.47
70424,"KAROLYI, STEPHEN",CORP FINAN REPTNG,6.366,4.168
70424,"OBRIEN, JOHN",CORP FINAN REPTNG,10.585,4.915
70424,"SUDBURY, AUSTIN",CORP FINAN REPTNG,9.5,4.75
70425,"CUNNINGHAM, TIM",ENTRPRSHP CRTV INDSR,5.0,3.11
70425,"KAIGLER, WILLIAM",ENTRPRSHP CRTV INDSR,6.515000000000001,4.0
70427,"BONALDI, PIETRO",FUND BANKING INST,9.5,4.0
70427,"LIANG, JINGHONG",FUND BANKING INST,9.38,4.15
70427,"LIANG, JINGHONG",MODERN BANKS,7.54,4.645
70428,"LEWELLEN, STEFAN",FINANCL STATMNT ANAL,7.73,4.64
70428,"LIANG, JINGHONG",FINANCL STATMNT ANAL,6.74,4.84
70428,"OBRIEN, JOHN",FINANCL STATMNT ANAL,10.028,4.6659999999999995
70428,"RUCHTI, THOMAS",FINANCL STATMNT ANAL,6.0,4.699999999999999
70429,"OBRIEN, JOHN",ACCTNG FINANC INSTS,6.7,5.0
70430,"COFIELD, MILTON",INTERNATNL MGMNT,9.575000000000001,3.9
70430,"PAPANASTASIOU, MARINA",INTERNATNL MGMNT,8.38,4.38
70437,"ARGOTE, LINDA",ORG LRNG & STRAT MGT,5.0,4.0
70437,"HAHL, OLIVER",STR MGMT & INNOV,5.56,4.88
70438,"IMAM, RAZI",COMMERCLZN & INNOVTN,5.75,4.63
70438,"MARKOVITZ, CRAIG",COMMERCLZN & INNOVTN,7.0,4.67
70438,"PAPANASTASIOU, MARINA",COMMERCLZN & INNOVTN,6.0,2.17
70438,"SIRBU, MARVIN",COMMERCLZN & INNOVTN,6.335,3.915
70439,"KUEHN, LARS-ALEXANDER",DATA SCI FOR BUS,4.5,4.5
70440,"COFIELD, MILTON",CORPORATE STRATEGY,9.385,2.965
70440,"FAROOQI, MUHAMMAD",CORPORATE STRATEGY,9.03,4.045
70440,"LAMONT, DAVID",CORPORATE STRATEGY,6.8125,4.605
70440,"PAPANASTASIOU, MARINA",CORPORATE STRATEGY,7.14,4.0
70442,"BORANBAY AKAN, SERRA",PRNCPL GAME THRY BUS,8.6,4.6
70442,"GASPER, JOHN",PRNCPL GAME THRY BUS,11.0,5.0
70443,"ASERI, MANMOHAN",DGTL MKTG SCL MD STG,5.0,3.74
70443,"BOATWRIGHT, PETER",DGTL MKTG SCL MD STG,7.04,3.93
70443,"SHARMA, VARUN",DGTL MKTG SCL MD STG,7.62,3.9924999999999997
70443,"SINGH, PARAM",DGTL MKTG SCL MD STG,7.4,3.9
70443,"STUETTGEN, PETER",DGTL MKTG SCL MD STG,9.54,4.34
70443,"WANG, Qiaochu",DGTL MKTG SCL MD STG,6.8,4.6
70447,"KEKRE, SUNDER",CLIENT CONSULTING PR,9.16,4.014
70448,"EMERSON, SIDNEY THOMAS",CEO PERSPECTIVE,6.13,4.13
70448,"White, George",LEADSHP INNOV ENTREP,7.1899999999999995,4.8149999999999995
70449,"ANDERSON, KATHARINE",SOCL ECON INF NETWKS,9.2,4.4
70451,"MONROE, ROBERT",MANGEMNT INFRMT SYST,9.0,4.41
70451,"MUKHOPADHYAY, TRIDAS",MANGEMNT INFRMT SYST,8.59,4.32
70451,"SHARMA, AJIT",MANGEMNT INFRMT SYST,4.84,3.58
70453,"MONROE, ROBERT",BUS TECH FOR CONSLTG,9.48,4.465
70455,"FAROOQI, MUHAMMAD",MODRN DATA MANGEMNT,3.5,5.0
70455,"GATTERBAUER, WOLFGANG",MODRN DATA MANGEMNT,8.43,4.16
70455,"INDACO, AGUSTIN",MODRN DATA MANGEMNT,7.7,4.2
70455,"LIPTON, ZACHARY",MODRN DATA MANGEMNT,7.0,2.56
70455,"MATHUR, SAMEER",DATA MMGT FUND,8.75,4.88
70455,"MONROE, ROBERT",DATA MMGT FUND,7.175,4.77
70455,"MONROE, ROBERT",MODRN DATA MANGEMNT,8.45,4.545
70455,"OBRIEN, JOHN",DATA MMGT FUND,8.69,4.92
70455,"OBRIEN, JOHN",MODRN DATA MANGEMNT,7.05,3.966666666666667
70455,"YILMA, ZELEALEM",MODRN DATA MANGEMNT,4.0,5.0
70458,"MONROE, ROBERT",ADV DATA MGMT,7.4,4.4
70460,"GAN, Kyra",MATH MDLS FR CNSLTNG,7.5,4.33
70460,"HO-NGUYEN, Nam",MATH MDLS FR CNSLTNG,6.91,3.0
70460,"JIAO, YANG",MATH MDLS FR CNSLTNG,5.0,3.33
70460,"LI, ANDREW",MATH MDLS FR CNSLTNG,7.385,4.71
70460,"SAFAK, VELI",MATH MDLS FR CNSLTNG,9.5625,4.3325
